,academic_year,inst_name,city,state,zipcode,sector
76199,2003,California State University-Northridge,Northridge,CA,91330,1
76186,2003,California State University-Sacramento,Sacramento,CA,95819-269,1
76316,2003,California State University-San Bernardino,San Bernardino,CA,92407-239,1
22441,2003,California State University-San Marcos,San Marcos,CA,92096-000,1
76342,2003,California State University-Stanislaus,Turlock,CA,95382,1
38482,2003,California University of Pennsylvania,California,PA,15419-139,1
75899,2003,California Western School of Law,San Diego,CA,92101-304,2
63850,2003,Calumet College of Saint Joseph,Whiting,IN,46394,2
38469,2003,Calvary Baptist Theological Seminary,Lansdale,PA,19446-479,2
52923,2003,Calvary Bible College and Theological Seminary,Kansas City,MO,64147-134,2
55961,2003,Calvin College,Grand Rapids,MI,49546,2
55948,2003,Calvin Theological Seminary,Grand Rapids,MI,49546-438,2
57583,2003,Cambridge College,Cambridge,MA,2138,2
50066,2003,Camden County College,Blackwood,NJ,8012,4
14393,2003,Camelot College,Baton Rouge,LA,70805,6
66098,2003,Cameo Beauty Academy,Oak Lawn,IL,60453,9
59905,2003,Cameron College,New Orleans,LA,70119,6
40413,2003,Cameron University,Lawton,OK,73505,1
60765,2003,Campbellsville University,Campbellsville,KY,42718-279,2
75883,2003,Canada College,Redwood City,CA,94061-109,4
22879,2003,Canadian Valley Technology Center,El Reno,OK,73036,7
48271,2003,Canisius College,Buffalo,NY,14208-109,2
43091,2003,Cankdeska Cikana Community College,Fort Totten,ND,58335,4
57570,2003,Cape Cod Community College,West Barnstable,MA,02668-159,4
44663,2003,Cape Fear Community College,Wilmington,NC,28401-391,4
52910,2003,Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703-751,7
15435,2003,Capella University,Minneapolis,MN,55402-338,3
22091,2003,Capital Area School of Practical Nursing,Springfield,IL,62712-380,7
70974,2003,Capital Community College,Hartford,CT,6103,4
80088,2003,Capital University,Columbus,OH,43209-239,2
32466,2003,Capitol City Careers,Austin,TX,78735,9
84899,2003,Capitol City Trade and Technical School,Austin,TX,78704,9
58754,2003,Capitol College,Laurel,MD,20708,2
83005,2003,Capri Oak Forest Beauty College,Oak Forest,IL,60452,9
48258,2003,Capri School of Hair Design,Nanuet,NY,10954,9
81147,2003,Cardinal Stritch University,Milwaukee,WI,53217-398,2
77318,2003,Career Academy of Hair Design,Springdale,AR,72764,9
17743,2003,Career Colleges of America,South Gate,CA,90280,9
13925,2003,Career Institute of Health & Technology,Garden City,NY,11530,9
24825,2003,Career Technology Center of Lackawanna County,Scranton,PA,18508,7
13886,2003,Career and Technology Education Centers of Licking County,Newark,OH,43055-339,7
80777,2003,Caribbean University-Bayamon,Bayamon,PR,00959-049,2
23378,2003,Caribbean University-Ponce,Ponce,PR,00732-773,2
23365,2003,Caribbean University-Vega Baja,Vega Baja,PR,964,2
40400,2003,Carl Albert State College,Poteau,OK,74953-520,4
66027,2003,Carl Sandburg College,Galesburg,IL,61401,4
54542,2003,Carleton College,Northfield,MN,55057-400,2
38456,2003,Carlow University,Pittsburgh,PA,15213-316,2
55931,2003,Carnegie Institute,Troy,MI,48083,6
38443,2003,Carnegie Mellon University,Pittsburgh,PA,15213-389,2
9706,2003,Carolinas College of Health Sciences,Charlotte,NC,28232-286,4
51487,2003,Carroll College,Helena,MT,59625-000,2
34149,2003,Carson-Newman College,Jefferson City,TN,37760,2
44643,2003,Carteret Community College,Morehead City,NC,28557-298,4
26762,2003,Carthage College,Kenosha,WI,53140-199,2
10596,2003,Carver Career Center,Charleston,WV,25306-639,4
82287,2003,Casa Loma College-Van Nuys,Van Nuys,CA,91405,8
42561,2003,Case Western Reserve University,Cleveland,OH,44106,2
25890,2003,Casper College,Casper,WY,82601-469,4
44630,2003,Catawba College,Salisbury,NC,28144,2
44614,2003,Catawba Valley Community College,Hickory,NC,28602-069,4
35150,2003,Cathedral Bible College,Myrtle Beach,SC,29577-141,2
57549,2003,Catherine Hinds Institute of Esthetics,Woburn,MA,1801,9
66014,2003,Catholic Theological Union at Chicago,Chicago,IL,60615-569,2
70251,2003,Catholic University of America,Washington,DC,20064,2
14069,2003,Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,NY,14760,7
48206,2003,Cayuga County Community College,Auburn,NY,13021-309,4
48193,2003,Cazenovia College,Cazenovia,NY,13035,2
38430,2003,Cedar Crest College,Allentown,PA,18104-619,2
32453,2003,Cedar Valley College,Lancaster,TX,75134-379,4
42548,2003,Cedarville University,Cedarville,OH,45314-060,2
59892,2003,Centenary College of Louisiana,Shreveport,LA,71134-118,2
50050,2003,Centenary College,Hackettstown,NJ,7840,2
20091,2003,Center for Advanced Legal Studies,Houston,TX,77098-415,3
25530,2003,Center for Advanced Studies On Puerto Rico & the Caribbean,San Juan,PR,00902-397,2
13698,2003,Center for Arts and Technology-Brandywine Campus,Coatesville,PA,19320,7
79253,2003,Central Alabama Community College,Alexander City,AL,35010,4
78361,2003,Central Arizona College,Coolidge,AZ,85228-977,4
77553,2003,Central Baptist College,Conway,AR,72034,2
52878,2003,Central Bible College,Springfield,MO,65803-103,2
13247,2003,Central California School,San Luis Obispo,CA,93401,6
44588,2003,Central Carolina Community College,Sanford,NC,27330,4
34759,2003,Central Carolina Technical College,Sumter,SC,29150-249,4
61564,2003,Central Christian College of Kansas,McPherson,KS,67460-574,2
52893,2003,Central Christian College of the Bible,Moberly,MO,65270-199,2
20309,2003,Central Coast College,Salinas,CA,93901,9
14251,2003,Central College of Cosmetology,Saint Robert,MO,65584,9
62601,2003,Central College,Pella,IA,50219,2
79370,2003,Central Community College,Grand Island,NE,68802-490,4
71111,2003,Central Connecticut State University,New Britain,CT,6050,1
82932,2003,Central Georgia Technical College,Macon,GA,31206,4
80988,2003,Central Methodist University-College of Liberal Arts & Sciences,Fayette,MO,65248-119,2
55905,2003,Central Michigan University,Mount Pleasant,MI,48859,1
42535,2003,Central Ohio Technical College,Newark,OH,43055-176,4
39626,2003,Central Oregon Community College,Bend,OR,97701,4
21681,2003,Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,16823,7
44575,2003,Central Piedmont Community College,Charlotte,NC,28204,4
40387,2003,Central State Beauty Academy,Oklahoma City,OK,73162-600,9
42509,2003,Central State University,Wilberforce,OH,45384-100,1
85642,2003,Central Technology Center,Drumright,OK,74030,7
32440,2003,Central Texas College,Killeen,TX,76549-419,4
29569,2003,Central Virginia Community College,Lynchburg,VA,24502-249,4
28234,2003,Central Washington University,Ellensburg,WA,98926-750,1
25877,2003,Central Wyoming College,Riverton,WY,82501,4
48180,2003,Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY,11230,2
28218,2003,Centralia College,Centralia,WA,98531-409,4
60749,2003,Centre College,Danville,KY,40422-139,2
53607,2003,Century Community and Technical College,White Bear Lake,MN,55110,4
75738,2003,Cerritos College,Norwalk,CA,90650-629,4
75725,2003,Chabot College,Hayward,CA,94545,4
51152,2003,Chadron State College,Chadron,NE,69337-269,1
75712,2003,Chaffey College,Rancho Cucamonga,CA,91737-300,4
66823,2003,Chaminade University of Honolulu,Honolulu,HI,96816-157,2
29879,2003,Champlain College,Burlington,VT,5401,2
23326,2003,Chandler/Gilbert Community College,Chandler,AZ,85225-249,4
80881,2003,Chapman University,Orange,CA,92866,2
13912,2003,Charles Stuart School of Diamond Setting,Brooklyn,NY,11229,9
32427,2003,Charles and Sues School of Hair Design,Bryan,TX,77802,9
78329,2003,Charles of Italy Beauty College,Lake Havasu City,AZ,86403,9
35401,2003,Charleston Cosmetology Institute,Charleston,SC,29420,9
27275,2003,Charleston School of Beauty Culture,Charleston,WV,25301,6
35473,2003,Charleston Southern University,Charleston,SC,29406-808,2
69874,2003,Charlotte Technical Center,Port Charlotte,FL,33948-339,4
71098,2003,Charter Oak State College,New Britain,CT,06053-214,1
35375,2003,Charzanne Beauty College,Greenwood,SC,29646,9
42483,2003,Chatfield College,Saint Martin,OH,45118-970,5
87136,2003,Chattahoochee Technical College,Marietta,GA,30060-339,4
79165,2003,Chattahoochee Valley Community College,Phenix City,AL,36869,4
39607,2003,Chemeketa Community College,Salem,OR,97305,4
48161,2003,Cheryl Fells School of Business,Niagara Falls,NY,14304,9
58709,2003,Chesapeake College,Wye Mills,MD,21679-000,4
50251,2003,Chester College of New England,Chester,NH,03036-433,2
38374,2003,Chestnut Hill College,Philadelphia,PA,19118-269,2
38361,2003,Cheyney University of Pennsylvania,Cheyney,PA,19319-020,1
65949,2003,Chicago State University,Chicago,IL,60628,1
65936,2003,Chicago Theological Seminary,Chicago,IL,60637,2
51439,2003,Chief Dull Knife College,Lame Deer,MT,59043,4
52839,2003,Chillicothe Beauty Academy Inc,Chillicothe,MO,64601,9
69861,2003,Chipola College,Marianna,FL,32446-205,1
26176,2003,Chippewa Valley Technical College,Eau Claire,WI,54701-616,4
20844,2003,Chisholm Trail Technology Center,Omega,OK,73764,7
42470,2003,Choffin Career  and Technical Center,Youngstown,OH,44503-160,7
53549,2003,Chris Beauty College,Gulfport,MS,39501,9
48148,2003,Christ the King Seminary,East Aurora,NY,14052-060,2
34123,2003,Christian Brothers University,Memphis,TN,38104,2
23851,2003,Christian Life College,Mount Prospect,IL,60056-252,2
63837,2003,Christian Theological Seminary,Indianapolis,IN,46208-330,2
29551,2003,Christopher Newport University,Newport News,VA,23606,1
75648,2003,Church Divinity School of the Pacific,Berkeley,CA,94709-121,2
42436,2003,Cincinnati Christian University,Cincinnati,OH,45204-320,2
42423,2003,Cincinnati College of Mortuary Science,Cincinnati,OH,45224-146,2
42406,2003,Cincinnati State Technical and Community College,Cincinnati,OH,45223-269,4
48132,2003,Circle in the Square Theater School,New York,NY,10019-679,5
35349,2003,Citadel Military College of South Carolina,Charleston,SC,29409,1
38329,2003,Citizens School of Nursing,New Kensington,PA,15068,5
75632,2003,Citrus College,Glendora,CA,91741-189,4
80712,2003,City College of San Francisco,San Francisco,CA,94112-189,4
39594,2003,Clackamas Community College,Oregon City,OR,97045,4
35336,2003,Claflin University,Orangeburg,SC,29115-449,2
75610,2003,Claremont Graduate University,Claremont,CA,91711-616,2
75597,2003,Claremont McKenna College,Claremont,CA,91711-640,2
72472,2003,Claremont School of Theology,Claremont,CA,91711-319,2
40361,2003,Claremore Beauty College,Claremore,OK,74017,9
32382,2003,Clarendon College,Clarendon,TX,79226,4
13546,2003,Clarion County Career Center Practical Nursing Program,Shippenville,PA,16254-897,7
81511,2003,Clarion University of Pennsylvania,Clarion,PA,16214,1
67866,2003,Clark Atlanta University,Atlanta,GA,30314,2
28189,2003,Clark College,Vancouver,WA,98663-359,4
42380,2003,Clark State Community College,Springfield,OH,45501-057,4
57523,2003,Clark University,Worcester,MA,01610-147,2
51178,2003,Clarkson College,Omaha,NE,68131-273,2
48119,2003,Clarkson University,Potsdam,NY,13699-555,2
39581,2003,Clatsop Community College,Astoria,OR,97103,4
67687,2003,Clayton  State University,Morrow,GA,30260-028,1
60736,2003,Clear Creek Baptist Bible College,Pineville,KY,40977-975,2
10544,2003,Clearfield County Career and Technology Center,Clearfield,PA,16830,7
69845,2003,Clearwater Christian College,Clearwater,FL,33759-459,2
80249,2003,Cleary University,Ann Arbor,MI,48105-265,2
35323,2003,Clemson University,Clemson,SC,29634,1
75584,2003,Cleveland Chiropractic College of Los Angeles,Los Angeles,CA,90004-219,2
15775,2003,Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,OH,44119,5
44546,2003,Cleveland Community College,Shelby,NC,28152,4
42334,2003,Cleveland Institute of Art,Cleveland,OH,44106-171,2
42313,2003,Cleveland Institute of Music,Cleveland,OH,44106-177,2
34094,2003,Cleveland State Community College,Cleveland,TN,37320-357,4
42300,2003,Cleveland State University,Cleveland,OH,44115-221,1
48106,2003,Clinton Community College,Plattsburgh,NY,12901,4
14137,2003,Clinton Essex Warren Washington BOCES-Practical Nursing Program,Plattsburgh,NY,12901-045,7
35310,2003,Clinton Junior College,Rock Hill,SC,29730,5
61551,2003,Cloud County Community College,Concordia,KS,66901-100,4
28176,2003,Clover Park Technical College,Lakewood,WA,98499-409,4
75571,2003,Clovis Adult Education,Clovis,CA,93611,7
48932,2003,Clovis Community College,Clovis,NM,88101-838,4
59879,2003,Cloyds Beauty School 1 Inc,West Monroe,LA,71291,9
22709,2003,Cloyds Beauty School 2 Inc,Monroe,LA,71202,9
24407,2003,Cloyds Beauty School 3 Inc,Monroe,LA,71201,9
53536,2003,Coahoma Community College,Clarksdale,MS,38614,4
32552,2003,Coastal Bend College,Beeville,TX,78102,4
44533,2003,Coastal Carolina Community College,Jacksonville,NC,28546-681,4
34843,2003,Coastal Carolina University,Conway,SC,29526,1
81446,2003,Coastline Community College,Fountain Valley,CA,92708-259,4
14465,2003,Cobb Beauty College Inc,Kennesaw,GA,30144-282,9
78316,2003,Cochise College,Douglas,AZ,85607-972,4
48093,2003,Cochran School of Nursing,Yonkers,NY,10701,5
62575,2003,Coe College,Cedar Rapids,IA,52402-509,2
83246,2003,Coffeyville Community College,Coffeyville,KS,67337-506,4
35297,2003,Coker College,Hartsville,SC,29550,2
59094,2003,Colby College,Waterville,ME,4901,2
61538,2003,Colby Community College,Colby,KS,67701,4
50531,2003,Colby-Sawyer College,New London,NH,03257-783,2
20715,2003,Colegio Mayor de Tecnologia Inc,Arroyo,PR,00714-149,9
13462,2003,Colegio Tecnologico y Comercial de Puerto Rico,Aguada,PR,00602-096,9
25573,2003,Colegio Universitario de San Juan,San Juan,PR,918,1
48080,2003,Colgate Rochester Crozer Divinity School,Rochester,NY,14620-258,2
48067,2003,Colgate University,Hamilton,NY,13346-139,2
71806,2003,College America-Denver,Denver,CO,80222,3
55853,2003,College for Creative Studies,Detroit,MI,48202,2
79866,2003,College of Alameda,Alameda,CA,94501,4
18813,2003,College of Biblical Studies-Houston,Houston,TX,77036-321,2
35388,2003,College of Charleston,Charleston,SC,29424-000,1
38992,2003,College of Cosmetology,Klamath Falls,OR,97601-323,6
63824,2003,College of Court Reporting Inc,Hobart,IN,46342,6
65778,2003,College of DuPage,Glen Ellyn,IL,60137-659,4
39568,2003,College of Hair Design Careers,Salem,OR,97301,6
51139,2003,College of Hair Design,Lincoln,NE,68508-219,6
61767,2003,College of Hair Design,Waterloo,IA,50703-473,6
65230,2003,College of Lake County,Grayslake,IL,60030-119,4
81602,2003,College of Marin,Kentfield,CA,94904-259,4
15396,2003,College of Menominee Nation,Keshena,WI,54135,5
81264,2003,College of Micronesia-FSM,Pohnpei,FM,96941,4
46864,2003,College of Mount Saint Vincent,Bronx,NY,10471-109,2
41412,2003,College of Mount St. Joseph,Cincinnati,OH,45233-167,2
56567,2003,College of Our Lady of the Elms,Chicopee,MA,1013,2
53873,2003,College of Saint Benedict,Saint Joseph,MN,56374,2
49196,2003,College of Saint Elizabeth,Morristown,NJ,07960-698,2
50826,2003,College of Saint Mary,Omaha,NE,68106,2
72954,2003,College of San Mateo,San Mateo,CA,94402-378,4
66353,2003,College of Southern Idaho,Twin Falls,ID,83301-123,4
58725,2003,College of Southern Maryland,La Plata,MD,20646-091,4
29797,2003,College of St Joseph,Rutland,VT,05701-389,2
53751,2003,College of Visual Arts,Saint Paul,MN,55102-219,2
29608,2003,College of William and Mary,Williamsburg,VA,23187-879,1
44889,2003,College of the Albemarle,Elizabeth City,NC,27906-232,4
59172,2003,College of the Atlantic,Bar Harbor,ME,4609,2
75867,2003,College of the Canyons,Santa Clarita,CA,91355-189,4
81823,2003,College of the Desert,Palm Desert,CA,92260,4
57162,2003,College of the Holy Cross,Worcester,MA,01610-239,2
31542,2003,College of the Mainland,Texas City,TX,77591-249,4
81043,2003,College of the Marshall Islands,Majuro,MH,96960,4
52003,2003,College of the Ozarks,Point Lookout,MO,65726-001,2
73266,2003,College of the Redwoods,Eureka,CA,95501-930,4
72841,2003,College of the Sequoias,Visalia,CA,93277-221,4
72724,2003,College of the Siskiyous,Weed,CA,96094-289,4
60710,2003,Collins School of Cosmetology,Middlesboro,KY,40965,9
80340,2003,Colorado Christian University,Lakewood,CO,80226,2
71944,2003,Colorado College,Colorado Springs,CO,80903,2
71905,2003,Colorado Mountain College,Glenwood Springs,CO,81601,4
71892,2003,Colorado Northwestern Community College,Rangely,CO,81648-359,4
19716,2003,Colorado School of Healing Arts,Lakewood,CO,80226,6
71879,2003,Colorado School of Mines,Golden,CO,80401,1
71866,2003,Colorado School of Trades,Lakewood,CO,80215-299,6
19802,2003,Colorado School of Traditional Chinese Medicine,Denver,CO,80206,3
71322,2003,Colorado State University-Pueblo,Pueblo,CO,81001-490,1
52810,2003,Columbia Area Vocational Technical School,Columbia,MO,65203,7
28163,2003,Columbia Basin College,Pasco,WA,99301,4
52797,2003,Columbia College,Columbia,MO,65216,2
35263,2003,Columbia College,Columbia,SC,29203,2
80510,2003,Columbia College,Sonora,CA,95370,4
12668,2003,Columbia Gorge Community College,The Dalles,OR,97058,4
35276,2003,Columbia International University,Columbia,SC,29203-151,2
34081,2003,Columbia State Community College,Columbia,TN,38401,4
67674,2003,Columbia Theological Seminary,Decatur,GA,30030,2
80803,2003,Columbia University in the City of New York,New York,NY,10027,2
48041,2003,Columbia-Greene Community College,Hudson,NY,12534,4
42261,2003,Columbus College of Art and Design,Columbus,OH,43215,2
42223,2003,Columbus State Community College,Columbus,OH,43215,4
67648,2003,Columbus State University,Columbus,GA,31907-564,1
67661,2003,Columbus Technical College,Columbus,GA,31904-657,4
22675,2003,Commonwealth Institute of Funeral Service,Houston,TX,77090-591,5
71819,2003,Community College of Aurora,Aurora,CO,80011-903,4
38659,2003,Community College of Beaver County,Monaca,PA,15061-258,4
71763,2003,Community College of Denver,Denver,CO,80204,4
36677,2003,Community College of Philadelphia,Philadelphia,PA,19130-399,4
